First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
Jay,Bartlett,193.01,UK,Strawberry,0,1,0,16889.0
Joy,Horn,184.85,Norway,Stracciatella,1,3,1,6851.0
Rebekah,Gross,142.21,Germany,Strawberry,0,3,1,3853.0
Barbara,Adams,200.08,Sweden,Strawberry,1,5,1,14006.0
Victor,Mclean,154.5,Canada,Vanilla,0,4,0,1170.0
Collin,Hicks,196.99,Japan,Strawberry,0,3,0,3521.0
Shaun,Riggs,202.24,Australia,Strawberry,0,3,0,11571.0
Ruben,Huber,182.45,France,Mint,0,4,0,9250.0
Teresa,Berg,200.93,Finland,Stracciatella,1,6,0,5725.0
Raymond,Gonzales,172.76,Australia,Vanilla,1,3,1,1140.0
Jillian,Tran,137.0,Canada,Mint,1,6,0,12650.0
April,Watkins,164.63,Japan,Stracciatella,0,0,1,10887.0
Erik,Shelton,195.53,Finland,Strawberry,0,2,1,5102.0
Bryan,Allison,197.93,Germany,Mint,0,7,0,11724.0
Erin,Christensen,153.12,Japan,Chocolate,0,7,1,8825.0
Brooke,Wells,166.0,Denmark,Strawberry,1,7,1,8246.0
Katherine,Matthews,187.7,China,Strawberry,0,2,1,3713.0
Stacy,Michael,186.89,Sweden,Vanilla,0,7,1,3850.0
Bethany,Hendrix,166.23,UK,Mint,1,7,0,2959.0
Mary,Rojas,167.49,Brazil,Pistachio,0,4,0,17110.0
Gina,Weeks,158.61,Japan,Vanilla,1,7,0,16107.0
Nancy,Mcmahon,156.26,Sweden,Chocolate,0,2,1,11982.0
Steve,Davis,188.67,Sweden,Strawberry,0,7,1,15534.0
Stephen,Faulkner,181.68,Finland,Stracciatella,1,7,1,12593.0
Gail,Blevins,198.05,Italy,Strawberry,0,6,0,6105.0
Debbie,Cordova,156.64,Brazil,Vanilla,1,5,1,2285.0
Breanna,Barry,186.61,Denmark,Mint,1,6,0,14217.0
Natasha,Rojas,139.49,Denmark,Strawberry,0,3,1,4004.0
Toni,Brennan,197.78,Norway,Stracciatella,1,1,0,13595.0
Ruben,Quinn,174.87,China,Pistachio,0,6,0,3076.0
Bailey,Fisher,139.27,China,Pistachio,1,4,0,7561.0
Tom,Fuller,191.17,Germany,Stracciatella,0,6,0,13264.0
Tara,Herring,143.02,Germany,Mint,0,7,1,11244.0
Ruth,Miller,149.81,Denmark,Mint,0,3,1,12394.0
Holly,Holland,152.13,China,Chocolate,1,0,1,9900.0
Randall,Clements,158.8,Canada,Mint,0,6,0,2395.0
Rachel,Sanders,139.6,Germany,Mint,0,2,0,11373.0
Mary,Dennis,194.52,France,Vanilla,0,3,0,8962.0
Ashley,Price,186.24,Denmark,Stracciatella,1,3,1,8473.0
Lucas,Cox,173.37,France,Vanilla,1,7,0,17876.0
Lawrence,Perkins,164.98,Sweden,Mint,0,7,0,5723.0
Jodi,Lambert,199.05,France,Stracciatella,1,2,0,14143.0
Maria,Little,138.71,Brazil,Chocolate,0,0,1,9145.0
Eddie,Ruiz,182.85,Japan,Stracciatella,0,3,0,2368.0
Spencer,Rangel,200.97,Sweden,Mint,1,4,0,9536.0
Kristina,Norton,142.81,UK,Stracciatella,1,0,1,13826.0
Edgar,Marquez,191.98,UK,Strawberry,1,5,0,5148.0
Jamie,Walter,153.56,Denmark,Strawberry,0,7,0,4871.0
Lawrence,Payne,160.89,USA,Stracciatella,1,5,0,8747.0
Albert,Cline,172.57,Sweden,Strawberry,0,3,1,15029.0
Joann,Silva,190.51,Germany,Strawberry,1,4,0,10237.0
Miguel,Bell,182.06,UK,Chocolate,0,0,0,9273.0
Jonathon,Johnson,191.99,Canada,Mint,1,6,0,13035.0
Patrick,Fernandez,155.76,Sweden,Pistachio,0,2,0,10653.0
Phyllis,Carpenter,145.7,Brazil,Chocolate,1,1,0,1127.0
Anthony,Wade,189.62,UK,Mint,0,4,1,9637.0
Alexander,Ball,179.72,Finland,Mint,1,6,0,11732.0
Angela,Morton,194.74,China,Stracciatella,1,2,0,12706.0
Andrew,Lang,164.58,Japan,Strawberry,1,3,0,14288.0
Misty,Odonnell,140.06,Norway,Vanilla,1,1,0,12044.0
Stacy,Wu,181.01,Brazil,Stracciatella,0,0,1,16183.0
Caroline,Dixon,171.09,Denmark,Chocolate,1,5,0,14447.0
Bethany,Mason,154.73,Norway,Pistachio,0,1,0,2144.0
Dwayne,Bailey,145.87,Italy,Stracciatella,1,7,1,5075.0
Jonathan,Golden,154.62,Australia,Strawberry,1,4,1,1512.0
Jeanette,Lewis,196.9,USA,Stracciatella,0,2,0,7743.0
Randy,King,141.44,Norway,Stracciatella,1,2,1,17060.0
Krystal,Russo,167.66,Germany,Chocolate,1,4,1,6751.0
Cassie,Cummings,154.31,Italy,Strawberry,1,2,1,16053.0
Alex,Oliver,182.6,UK,Mint,1,1,1,6950.0
Michelle,Wise,168.14,France,Mint,1,0,1,3242.0
Francis,Torres,181.11,Australia,Mint,1,6,1,10083.0
Dustin,Rose,174.88,Brazil,Pistachio,0,0,1,13452.0
Jackson,Watson,139.27,Canada,Pistachio,0,2,0,2107.0
Fernando,Norman,181.54,Japan,Mint,1,0,0,11255.0
Tamara,Baker,158.16,UK,Pistachio,1,0,0,4863.0
Rebecca,Hunt,188.77,China,Chocolate,1,1,0,5855.0
Kylie,Leach,190.34,China,Pistachio,1,6,1,11812.0
Kara,Cox,181.9,Denmark,Strawberry,1,3,0,17918.0
Jeffery,Haynes,180.42,UK,Vanilla,0,5,1,16754.0
Aimee,Roberson,187.78,Norway,Pistachio,0,7,1,15341.0
Sherry,Colon,140.73,Norway,Vanilla,0,4,0,17686.0
Heidi,Benson,167.47,Finland,Stracciatella,0,4,0,6230.0
Christina,Castro,151.04,Brazil,Strawberry,1,3,1,3536.0
Shaun,Frey,144.99,Australia,Chocolate,1,6,0,1746.0
Shawn,Reynolds,172.54,Brazil,Pistachio,0,3,1,3010.0
Sheryl,Wyatt,182.28,China,Pistachio,1,2,1,17817.0
Russell,Arellano,141.22,Australia,Vanilla,1,2,1,8228.0
Cody,Morrison,180.24,China,Chocolate,0,2,0,15078.0
Andrea,Nguyen,173.27,China,Pistachio,0,4,1,9239.0
Michelle,Lawson,145.61,Denmark,Chocolate,1,7,1,8556.0
Kristina,Guzman,201.89,China,Mint,1,5,1,14019.0
Timothy,Stevens,185.49,Brazil,Mint,0,3,1,13415.0
Alex,Riley,202.56,Canada,Mint,1,5,1,10090.0
Ellen,Tanner,142.96,France,Stracciatella,1,1,1,7396.0
Stephanie,Daniel,143.1,Germany,Stracciatella,0,3,0,14859.0
Noah,Cervantes,147.19,Australia,Vanilla,0,0,1,15360.0
Joy,Keller,139.99,Australia,Pistachio,0,7,0,3097.0
Miranda,Harris,201.64,Italy,Stracciatella,1,2,0,3096.0
William,Dorsey,192.08,USA,Mint,0,6,0,8418.0
Andrew,Walker,175.68,Japan,Chocolate,0,7,0,3257.0
Sheryl,Swanson,171.17,Sweden,Strawberry,0,7,0,12576.0
Taylor,Romero,198.29,USA,Strawberry,1,2,0,17542.0
Melissa,Carrillo,160.72,Germany,Stracciatella,0,6,0,9380.0
Collin,Manning,147.15,Australia,Strawberry,1,0,1,14815.0
Tara,English,152.67,Japan,Chocolate,0,6,0,6412.0
Anna,Aguilar,137.98,Canada,Stracciatella,1,1,0,2846.0
Mark,Sutton,184.44,Norway,Pistachio,1,5,0,14629.0
Linda,Simmons,163.48,Germany,Stracciatella,0,7,1,13763.0
Meghan,Peck,161.47,Denmark,Stracciatella,0,7,1,9541.0
Jane,Frazier,199.33,Finland,Stracciatella,1,3,0,1239.0
Joshua,Garza,151.73,Finland,Mint,1,6,1,2482.0
Juan,Brewer,146.75,Germany,Pistachio,1,3,1,10375.0
Andre,Esparza,157.46,USA,Chocolate,0,5,0,12223.0
Edgar,Berry,166.23,Brazil,Mint,1,4,0,8175.0
Spencer,Morrison,181.2,Brazil,Pistachio,1,5,0,7273.0
Yvette,Long,160.57,France,Mint,1,3,1,6494.0
Jasmine,Warner,138.98,USA,Stracciatella,1,3,0,14450.0
Phillip,Clark,177.63,Finland,Stracciatella,0,3,1,10341.0
Shelley,West,145.54,China,Stracciatella,0,1,1,6523.0
Nichole,Kelly,202.3,Italy,Pistachio,0,0,0,11361.0
Juan,Greer,171.3,Italy,Strawberry,0,7,1,16286.0
Brett,Mckinney,192.15,USA,Vanilla,1,6,0,11360.0
Susan,Landry,171.18,Norway,Chocolate,1,7,1,10409.0
Nathan,Gill,196.68,Japan,Strawberry,0,4,1,14215.0
Shelley,Soto,147.23,China,Stracciatella,1,1,1,5525.0
Lisa,Ross,165.28,China,Strawberry,1,7,1,10071.0
Phyllis,Anderson,150.42,Norway,Chocolate,1,5,1,2498.0
Debbie,Powers,193.86,Germany,Chocolate,1,6,1,10152.0
Jeanette,Roach,197.83,UK,Strawberry,0,0,1,7224.0
Jenny,Dominguez,150.66,UK,Chocolate,1,5,1,6275.0
Karen,Bell,137.12,Australia,Vanilla,0,6,1,13364.0
Connie,Willis,171.63,UK,Vanilla,0,6,1,13169.0
Carla,Everett,173.84,Germany,Stracciatella,0,0,0,13119.0
Alexandra,Neal,180.09,Japan,Stracciatella,0,2,0,2755.0
Ellen,Briggs,191.09,Sweden,Mint,0,6,1,11666.0
Clinton,David,139.56,Germany,Chocolate,1,5,1,8616.0
Todd,Sutton,180.92,Norway,Stracciatella,1,5,0,12255.0
Maria,Holmes,156.04,Germany,Pistachio,0,5,0,14899.0
Shane,Petersen,195.79,Denmark,Chocolate,1,5,1,7912.0
Patrick,Walter,188.28,Italy,Pistachio,0,2,1,2585.0
Cameron,Summers,145.14,USA,Mint,0,2,0,7537.0
Melvin,Peck,163.45,China,Mint,1,1,0,12763.0
Latoya,Warner,160.42,Finland,Strawberry,0,7,1,9671.0
Rickey,Hart,182.31,Australia,Pistachio,0,3,0,2729.0
Johnny,Hill,179.65,Italy,Stracciatella,0,2,1,7403.0
Anthony,Krause,151.44,Italy,Strawberry,1,2,1,1779.0
Raymond,Campos,151.86,France,Strawberry,0,2,0,15059.0
Tanner,King,179.66,Sweden,Pistachio,0,7,1,3849.0
Tamara,Holland,178.88,Japan,Mint,0,4,0,12904.0
Mark,Dorsey,147.52,Norway,Pistachio,1,0,1,10182.0
Alexandra,Medina,174.46,Brazil,Pistachio,0,0,1,4535.0
Frederick,Ayala,179.51,Finland,Chocolate,1,0,1,8347.0
Hector,Carey,192.26,Brazil,Strawberry,1,2,1,16861.0
Leah,Weaver,195.84,Japan,Chocolate,0,1,1,12944.0
Dean,Rodriguez,157.54,France,Chocolate,1,0,1,5948.0
Betty,Moreno,183.8,Australia,Mint,1,3,1,9780.0
Micheal,Adams,150.75,Germany,Strawberry,0,2,0,14821.0
Cole,Stein,150.29,Canada,Chocolate,0,1,0,10906.0
Cody,Cruz,156.66,Canada,Mint,0,3,1,3649.0
Lars,Archer,171.0,Italy,Strawberry,1,6,1,1139.0
Collin,Rodriguez,166.95,China,Vanilla,1,5,0,5516.0
Lynn,Mendoza,181.77,Japan,Mint,0,4,1,9495.0
Carla,Price,191.06,Sweden,Mint,0,1,1,1960.0
Brian,Stevens,149.09,Japan,Strawberry,0,0,0,4934.0
Kelsey,Golden,193.75,Canada,Vanilla,1,2,1,4982.0
Sherry,Hughes,194.02,Italy,Vanilla,1,2,0,1813.0
Kylie,Andrews,182.25,France,Vanilla,1,4,0,5493.0
Lynn,Moyer,173.52,Denmark,Stracciatella,1,1,1,13253.0
Jacob,Beck,192.22,Denmark,Strawberry,0,3,0,3165.0
Alexander,Cantu,142.34,Denmark,Mint,1,2,0,13749.0
Tommy,Baker,173.94,Germany,Strawberry,0,5,0,15058.0
Noah,English,175.39,Canada,Pistachio,0,5,0,16748.0
Cindy,Keith,175.72,Denmark,Mint,1,0,0,7279.0
Todd,Long,159.74,Italy,Mint,0,5,1,2077.0
Natalie,Ellison,196.1,Sweden,Vanilla,0,3,1,11788.0
Rose,Petersen,146.43,China,Mint,1,7,0,7201.0
Victor,Alexander,141.95,USA,Vanilla,0,2,0,7979.0
Kelly,Collins,174.13,Germany,Vanilla,0,6,1,8146.0
Joseph,Gaines,186.33,USA,Strawberry,0,7,0,7011.0
Shane,Young,150.06,Japan,Mint,0,4,1,17661.0
Alexandra,Bishop,167.09,Finland,Vanilla,1,3,1,5400.0
Allen,Bush,178.48,Norway,Pistachio,1,4,1,9749.0
Levi,Sanchez,194.52,Canada,Strawberry,1,2,0,10378.0
Pamela,Hendrix,198.26,Norway,Mint,1,7,0,14485.0
Samuel,Tucker,195.98,Italy,Mint,1,2,0,14150.0
Devin,Weeks,154.82,UK,Stracciatella,0,4,0,1965.0
Kristine,Faulkner,153.03,Canada,Pistachio,0,4,0,2735.0
Cory,Frederick,162.44,Sweden,Pistachio,0,5,1,4865.0
Ashley,Lester,198.0,Finland,Pistachio,1,4,0,11470.0
Latoya,Howell,173.36,Finland,Mint,0,5,1,14989.0
Peter,Armstrong,143.66,Sweden,Chocolate,0,7,1,15609.0
Samantha,Rios,179.21,Norway,Stracciatella,1,3,0,13483.0
Lisa,Pena,172.0,Norway,Mint,0,1,0,2537.0
Dorothy,Fletcher,185.42,France,Mint,1,3,0,9669.0
Justin,Cannon,139.71,Brazil,Mint,0,0,0,17352.0
Walter,Wright,141.07,Norway,Vanilla,1,6,0,13698.0
Gregory,Gardner,189.65,Canada,Strawberry,0,7,0,8208.0
Amber,Roberson,179.64,China,Strawberry,1,7,1,5719.0
Savannah,Shaw,136.65,UK,Chocolate,1,5,1,7502.0
Melvin,Sosa,176.06,Finland,Mint,1,6,0,2914.0
Martin,Guerrero,141.47,Finland,Mint,0,0,1,15086.0
Lori,Mack,180.77,Australia,Pistachio,1,7,0,5472.0
Lori,Rangel,176.16,China,Pistachio,1,2,1,1975.0
Jodi,Whitaker,161.32,Japan,Chocolate,0,5,0,4995.0
Mary,Cohen,137.04,France,Pistachio,1,5,0,17709.0
Chase,Salazar,149.69,Australia,Stracciatella,0,3,1,12705.0
Erica,Patel,171.37,Australia,Mint,1,6,0,5676.0
Francisco,Frey,192.34,Sweden,Strawberry,1,6,0,17557.0
Abigail,Guerrero,154.49,Italy,Vanilla,0,0,1,16326.0
Victor,Greer,191.7,France,Chocolate,0,3,0,15233.0
Dwayne,Stewart,200.21,USA,Vanilla,1,2,0,1520.0
Henry,Shields,181.19,Japan,Stracciatella,0,0,1,10561.0
Patty,Ferrell,148.31,Sweden,Stracciatella,0,4,1,14828.0
Steve,Lawson,189.23,Norway,Vanilla,0,2,1,1716.0
Rose,Casey,164.83,Sweden,Vanilla,0,1,1,6145.0
Samuel,Bishop,144.44,Canada,Chocolate,0,4,0,11550.0
Wesley,Avila,177.27,USA,Pistachio,1,7,1,10242.0
Andre,Love,143.54,USA,Stracciatella,1,2,1,4281.0
Erica,Preston,141.17,Italy,Pistachio,0,4,0,17876.0
Timothy,Bowen,182.95,China,Chocolate,0,1,0,1742.0
Carolyn,Meyers,195.7,Japan,Chocolate,0,3,1,12148.0
Timothy,Booth,191.82,Germany,Stracciatella,0,1,1,7665.0
Shawn,Tanner,169.1,China,Pistachio,1,5,1,12224.0
Zoe,Sims,200.54,Denmark,Chocolate,0,5,1,9314.0
Spencer,Patrick,160.0,UK,Strawberry,1,5,0,2821.0
Shane,Ochoa,201.06,Denmark,Chocolate,1,5,1,10008.0
Jeremy,Boyle,172.69,Germany,Vanilla,0,6,0,12995.0
Briana,Hanna,170.5,Germany,Chocolate,0,7,1,10553.0
Samuel,Gonzalez,144.7,France,Pistachio,0,1,0,15044.0
Brittany,Duke,141.11,Sweden,Pistachio,0,6,0,4187.0
Carl,Dixon,164.84,Italy,Chocolate,1,7,1,7336.0
Rickey,Ware,185.22,Finland,Stracciatella,1,3,0,8153.0
Tiffany,Reed,162.11,UK,Vanilla,1,0,1,17835.0
Cameron,Ferrell,151.97,Brazil,Vanilla,0,6,0,1167.0
Deborah,Martin,197.46,Brazil,Chocolate,1,7,0,11771.0
Kenneth,Swanson,153.51,Finland,Chocolate,0,6,1,6937.0
Morgan,Burnett,180.15,Finland,Chocolate,1,4,1,9247.0
Anthony,Wong,160.1,Italy,Pistachio,1,2,0,14525.0
Jim,Herman,184.09,China,Mint,0,0,1,11419.0
Briana,Valenzuela,177.01,Sweden,Chocolate,1,7,0,1239.0
Leslie,Butler,153.38,USA,Chocolate,0,4,1,2430.0
Amber,Hendrix,136.96,USA,Pistachio,1,1,0,11542.0
Sharon,Robbins,185.81,Australia,Mint,0,4,1,11835.0
Jimmy,Johnson,151.35,Sweden,Mint,1,2,1,3570.0
Claudia,Berg,174.45,Brazil,Vanilla,1,3,0,9476.0
Luke,Carrillo,199.07,USA,Pistachio,1,7,1,3700.0
Glenda,Watts,199.09,Germany,Chocolate,0,2,1,7404.0
Kyle,Washington,164.68,Sweden,Pistachio,1,4,0,8674.0
Latoya,Clarke,173.08,Brazil,Vanilla,1,2,0,3555.0
Norma,Howe,181.14,Brazil,Vanilla,1,7,0,14119.0
Randall,Baker,155.05,Australia,Vanilla,0,7,0,16808.0
Shelley,Brown,146.65,Italy,Vanilla,1,6,0,10493.0
Tammy,James,173.94,Finland,Strawberry,0,4,0,15035.0
Jennifer,French,160.29,UK,Vanilla,0,0,0,3266.0
Jill,Jennings,159.13,Australia,Vanilla,1,4,0,15545.0
Lucas,Cantu,158.32,China,Pistachio,0,3,0,8621.0
Virginia,Brown,150.92,Australia,Chocolate,1,6,0,5364.0
Sheryl,Freeman,169.38,Japan,Vanilla,0,4,1,17582.0
Claudia,Nguyen,159.45,Denmark,Strawberry,1,2,1,17164.0
Neil,Huber,196.29,Finland,Mint,0,0,0,11403.0
Dillon,Ayers,139.94,Denmark,Vanilla,1,6,1,8535.0
Hailey,Clayton,145.81,Germany,Strawberry,0,7,0,14829.0
Jonathan,Lloyd,140.3,Japan,Chocolate,0,6,0,8254.0
Courtney,Copeland,164.67,Japan,Mint,0,1,1,12496.0
Rachel,Donaldson,192.09,Brazil,Vanilla,1,6,1,2173.0
Jonathan,Navarro,166.68,Norway,Chocolate,1,4,0,6320.0
Erik,Franklin,193.24,Denmark,Pistachio,0,2,0,1383.0
Tracy,Rich,168.92,Italy,Mint,0,5,0,5476.0
Sean,Dean,164.33,France,Mint,0,5,0,9474.0
Sandra,Hughes,180.97,Denmark,Stracciatella,0,5,0,3490.0
Gerald,Hebert,162.6,Japan,Vanilla,0,5,0,4541.0
Sergio,Norton,155.19,France,Pistachio,0,1,1,3584.0
